Indicator,Group,State,Subgroup,Phase,Time Period Label,Value
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,District of Columbia,District of Columbia,"4,1","Jun 25 - Jul 22, 2024",13.8
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Florida,Florida,"4,1","Jun 25 - Jul 22, 2024",31.2
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Georgia,Georgia,"4,1","Jun 25 - Jul 22, 2024",32.3
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Hawaii,Hawaii,"4,1","Jun 25 - Jul 22, 2024",38.8
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Idaho,Idaho,"4,1","Jun 25 - Jul 22, 2024",34.5
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Illinois,Illinois,"4,1","Jun 25 - Jul 22, 2024",33.9
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Indiana,Indiana,"4,1","Jun 25 - Jul 22, 2024",37.1
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Iowa,Iowa,"4,1","Jun 25 - Jul 22, 2024",26.9
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Kansas,Kansas,"4,1","Jun 25 - Jul 22, 2024",34.7
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Kentucky,Kentucky,"4,1","Jun 25 - Jul 22, 2024",34.6
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Louisiana,Louisiana,"4,1","Jun 25 - Jul 22, 2024",36.0
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Maine,Maine,"4,1","Jun 25 - Jul 22, 2024",29.6
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Maryland,Maryland,"4,1","Jun 25 - Jul 22, 2024",26.2
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Massachusetts,Massachusetts,"4,1","Jun 25 - Jul 22, 2024",26.2
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Michigan,Michigan,"4,1","Jun 25 - Jul 22, 2024",30.9
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Minnesota,Minnesota,"4,1","Jun 25 - Jul 22, 2024",25.0
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Mississippi,Mississippi,"4,1","Jun 25 - Jul 22, 2024",35.9
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Missouri,Missouri,"4,1","Jun 25 - Jul 22, 2024",28.4
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Montana,Montana,"4,1","Jun 25 - Jul 22, 2024",30.0
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Nebraska,Nebraska,"4,1","Jun 25 - Jul 22, 2024",33.5
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Nevada,Nevada,"4,1","Jun 25 - Jul 22, 2024",37.7
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,New Hampshire,New Hampshire,"4,1","Jun 25 - Jul 22, 2024",22.6
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,New Jersey,New Jersey,"4,1","Jun 25 - Jul 22, 2024",28.5
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,New Mexico,New Mexico,"4,1","Jun 25 - Jul 22, 2024",31.6
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,New York,New York,"4,1","Jun 25 - Jul 22, 2024",26.3
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,North Carolina,North Carolina,"4,1","Jun 25 - Jul 22, 2024",29.6
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,North Dakota,North Dakota,"4,1","Jun 25 - Jul 22, 2024",36.6
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Ohio,Ohio,"4,1","Jun 25 - Jul 22, 2024",35.9
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Oklahoma,Oklahoma,"4,1","Jun 25 - Jul 22, 2024",37.7
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Oregon,Oregon,"4,1","Jun 25 - Jul 22, 2024",34.8
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Pennsylvania,Pennsylvania,"4,1","Jun 25 - Jul 22, 2024",28.6
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Rhode Island,Rhode Island,"4,1","Jun 25 - Jul 22, 2024",30.8
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,South Carolina,South Carolina,"4,1","Jun 25 - Jul 22, 2024",32.2
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,South Dakota,South Dakota,"4,1","Jun 25 - Jul 22, 2024",29.1
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Tennessee,Tennessee,"4,1","Jun 25 - Jul 22, 2024",35.6
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Texas,Texas,"4,1","Jun 25 - Jul 22, 2024",31.0
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Utah,Utah,"4,1","Jun 25 - Jul 22, 2024",32.9
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Vermont,Vermont,"4,1","Jun 25 - Jul 22, 2024",23.5
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Virginia,Virginia,"4,1","Jun 25 - Jul 22, 2024",30.0
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Washington,Washington,"4,1","Jun 25 - Jul 22, 2024",30.5
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,West Virginia,West Virginia,"4,1","Jun 25 - Jul 22, 2024",38.2
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Wisconsin,Wisconsin,"4,1","Jun 25 - Jul 22, 2024",28.2
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Wyoming,Wyoming,"4,1","Jun 25 - Jul 22, 2024",34.5
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,18 - 29 years,"4,1","Jun 25 - Jul 22, 2024",4.4
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,30 - 39 years,"4,1","Jun 25 - Jul 22, 2024",6.1
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,40 - 49 years,"4,1","Jun 25 - Jul 22, 2024",6.6
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,50 - 59 years,"4,1","Jun 25 - Jul 22, 2024",7.0
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,60 - 69 years,"4,1","Jun 25 - Jul 22, 2024",5.4
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,70 - 79 years,"4,1","Jun 25 - Jul 22, 2024",3.0
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,80 years and above,"4,1","Jun 25 - Jul 22, 2024",2.9
"Currently experiencing long COVID, as a percentage of all adults",By State,Alabama,Alabama,"4,1","Jun 25 - Jul 22, 2024",5.5
"Currently experiencing long COVID, as a percentage of all adults",By State,Alaska,Alaska,"4,1","Jun 25 - Jul 22, 2024",5.4
"Currently experiencing long COVID, as a percentage of all adults",By State,Arizona,Arizona,"4,1","Jun 25 - Jul 22, 2024",4.9
"Currently experiencing long COVID, as a percentage of all adults",By State,Arkansas,Arkansas,"4,1","Jun 25 - Jul 22, 2024",8.5
"Currently experiencing long COVID, as a percentage of all adults",By State,California,California,"4,1","Jun 25 - Jul 22, 2024",6.2
"Currently experiencing long COVID, as a percentage of all adults",By State,Colorado,Colorado,"4,1","Jun 25 - Jul 22, 2024",5.7
"Currently experiencing long COVID, as a percentage of all adults",By State,Connecticut,Connecticut,"4,1","Jun 25 - Jul 22, 2024",6.3
"Currently experiencing long COVID, as a percentage of all adults",By State,Delaware,Delaware,"4,1","Jun 25 - Jul 22, 2024",
"Currently experiencing long COVID, as a percentage of all adults",By State,District of Columbia,District of Columbia,"4,1","Jun 25 - Jul 22, 2024",2.6
"Currently experiencing long COVID, as a percentage of all adults",By State,Florida,Florida,"4,1","Jun 25 - Jul 22, 2024",4.2
"Currently experiencing long COVID, as a percentage of all adults",By State,Georgia,Georgia,"4,1","Jun 25 - Jul 22, 2024",6.1
"Currently experiencing long COVID, as a percentage of all adults",By State,Hawaii,Hawaii,"4,1","Jun 25 - Jul 22, 2024",6.9
"Currently experiencing long COVID, as a percentage of all adults",By State,Idaho,Idaho,"4,1","Jun 25 - Jul 22, 2024",6.7
"Currently experiencing long COVID, as a percentage of all adults",By State,Illinois,Illinois,"4,1","Jun 25 - Jul 22, 2024",5.4
"Currently experiencing long COVID, as a percentage of all adults",By State,Indiana,Indiana,"4,1","Jun 25 - Jul 22, 2024",5.3
"Currently experiencing long COVID, as a percentage of all adults",By State,Iowa,Iowa,"4,1","Jun 25 - Jul 22, 2024",5.8
"Currently experiencing long COVID, as a percentage of all adults",By State,Kansas,Kansas,"4,1","Jun 25 - Jul 22, 2024",6.1
"Currently experiencing long COVID, as a percentage of all adults",By State,Kentucky,Kentucky,"4,1","Jun 25 - Jul 22, 2024",6.3
"Currently experiencing long COVID, as a percentage of all adults",By State,Louisiana,Louisiana,"4,1","Jun 25 - Jul 22, 2024",8.5
"Currently experiencing long COVID, as a percentage of all adults",By State,Maine,Maine,"4,1","Jun 25 - Jul 22, 2024",7.0
"Currently experiencing long COVID, as a percentage of all adults",By State,Maryland,Maryland,"4,1","Jun 25 - Jul 22, 2024",3.0
"Currently experiencing long COVID, as a percentage of all adults",By State,Massachusetts,Massachusetts,"4,1","Jun 25 - Jul 22, 2024",5.3
"Currently experiencing long COVID, as a percentage of all adults",By State,Michigan,Michigan,"4,1","Jun 25 - Jul 22, 2024",5.3
"Currently experiencing long COVID, as a percentage of all adults",By State,Minnesota,Minnesota,"4,1","Jun 25 - Jul 22, 2024",5.5
"Currently experiencing long COVID, as a percentage of all adults",By State,Mississippi,Mississippi,"4,1","Jun 25 - Jul 22, 2024",6.8
"Currently experiencing long COVID, as a percentage of all adults",By State,Missouri,Missouri,"4,1","Jun 25 - Jul 22, 2024",5.4
"Currently experiencing long COVID, as a percentage of all adults",By State,Montana,Montana,"4,1","Jun 25 - Jul 22, 2024",6.8
"Currently experiencing long COVID, as a percentage of all adults",By State,Nebraska,Nebraska,"4,1","Jun 25 - Jul 22, 2024",4.8
"Currently experiencing long COVID, as a percentage of all adults",By State,Nevada,Nevada,"4,1","Jun 25 - Jul 22, 2024",6.4
"Currently experiencing long COVID, as a percentage of all adults",By State,New Hampshire,New Hampshire,"4,1","Jun 25 - Jul 22, 2024",7.1
"Currently experiencing long COVID, as a percentage of all adults",By State,New Jersey,New Jersey,"4,1","Jun 25 - Jul 22, 2024",4.6
"Currently experiencing long COVID, as a percentage of all adults",By State,New Mexico,New Mexico,"4,1","Jun 25 - Jul 22, 2024",5.9
"Currently experiencing long COVID, as a percentage of all adults",By State,New York,New York,"4,1","Jun 25 - Jul 22, 2024",4.8
"Currently experiencing long COVID, as a percentage of all adults",By State,North Carolina,North Carolina,"4,1","Jun 25 - Jul 22, 2024",4.0
"Currently experiencing long COVID, as a percentage of all adults",By State,North Dakota,North Dakota,"4,1","Jun 25 - Jul 22, 2024",8.4
"Currently experiencing long COVID, as a percentage of all adults",By State,Ohio,Ohio,"4,1","Jun 25 - Jul 22, 2024",6.1
"Currently experiencing long COVID, as a percentage of all adults",By State,Oklahoma,Oklahoma,"4,1","Jun 25 - Jul 22, 2024",8.8
"Currently experiencing long COVID, as a percentage of all adults",By State,Oregon,Oregon,"4,1","Jun 25 - Jul 22, 2024",7.1
"Currently experiencing long COVID, as a percentage of all adults",By State,Pennsylvania,Pennsylvania,"4,1","Jun 25 - Jul 22, 2024",4.3
"Currently experiencing long COVID, as a percentage of all adults",By State,Rhode Island,Rhode Island,"4,1","Jun 25 - Jul 22, 2024",6.6
"Currently experiencing long COVID, as a percentage of all adults",By State,South Carolina,South Carolina,"4,1","Jun 25 - Jul 22, 2024",7.6
"Currently experiencing long COVID, as a percentage of all adults",By State,South Dakota,South Dakota,"4,1","Jun 25 - Jul 22, 2024",5.8
"Currently experiencing long COVID, as a percentage of all adults",By State,Tennessee,Tennessee,"4,1","Jun 25 - Jul 22, 2024",6.2
"Currently experiencing long COVID, as a percentage of all adults",By State,Texas,Texas,"4,1","Jun 25 - Jul 22, 2024",5.1
"Currently experiencing long COVID, as a percentage of all adults",By State,Utah,Utah,"4,1","Jun 25 - Jul 22, 2024",5.4
"Currently experiencing long COVID, as a percentage of all adults",By State,Vermont,Vermont,"4,1","Jun 25 - Jul 22, 2024",6.3
"Currently experiencing long COVID, as a percentage of all adults",By State,Virginia,Virginia,"4,1","Jun 25 - Jul 22, 2024",5.0
"Currently experiencing long COVID, as a percentage of all adults",By State,Washington,Washington,"4,1","Jun 25 - Jul 22, 2024",5.9
"Currently experiencing long COVID, as a percentage of all adults",By State,West Virginia,West Virginia,"4,1","Jun 25 - Jul 22, 2024",6.4
"Currently experiencing long COVID, as a percentage of all adults",By State,Wisconsin,Wisconsin,"4,1","Jun 25 - Jul 22, 2024",4.3
"Currently experiencing long COVID, as a percentage of all adults",By State,Wyoming,Wyoming,"4,1","Jun 25 - Jul 22, 2024",3.2
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,18 - 29 years,"4,1","Jun 25 - Jul 22, 2024",81.2
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,30 - 39 years,"4,1","Jun 25 - Jul 22, 2024",82.7
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,40 - 49 years,"4,1","Jun 25 - Jul 22, 2024",84.1
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,50 - 59 years,"4,1","Jun 25 - Jul 22, 2024",78.0
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,60 - 69 years,"4,1","Jun 25 - Jul 22, 2024",74.8
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,70 - 79 years,"4,1","Jun 25 - Jul 22, 2024",72.8
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,80 years and above,"4,1","Jun 25 - Jul 22, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Alabama,Alabama,"4,1","Jun 25 - Jul 22, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Alaska,Alaska,"4,1","Jun 25 - Jul 22, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Arizona,Arizona,"4,1","Jun 25 - Jul 22, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Arkansas,Arkansas,"4,1","Jun 25 - Jul 22, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,California,California,"4,1","Jun 25 - Jul 22, 2024",87.5
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Colorado,Colorado,"4,1","Jun 25 - Jul 22, 2024",73.5
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Connecticut,Connecticut,"4,1","Jun 25 - Jul 22, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Delaware,Delaware,"4,1","Jun 25 - Jul 22, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,District of Columbia,District of Columbia,"4,1","Jun 25 - Jul 22, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Florida,Florida,"4,1","Jun 25 - Jul 22, 2024",72.6
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Georgia,Georgia,"4,1","Jun 25 - Jul 22, 2024",87.7
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Hawaii,Hawaii,"4,1","Jun 25 - Jul 22, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Idaho,Idaho,"4,1","Jun 25 - Jul 22, 2024",84.7
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Illinois,Illinois,"4,1","Jun 25 - Jul 22, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Indiana,Indiana,"4,1","Jun 25 - Jul 22, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Iowa,Iowa,"4,1","Jun 25 - Jul 22, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Kansas,Kansas,"4,1","Jun 25 - Jul 22, 2024",72.6
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Kentucky,Kentucky,"4,1","Jun 25 - Jul 22, 2024",77.8
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Louisiana,Louisiana,"4,1","Jun 25 - Jul 22, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Maine,Maine,"4,1","Jun 25 - Jul 22, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Maryland,Maryland,"4,1","Jun 25 - Jul 22, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Massachusetts,Massachusetts,"4,1","Jun 25 - Jul 22, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Michigan,Michigan,"4,1","Jun 25 - Jul 22, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Minnesota,Minnesota,"4,1","Jun 25 - Jul 22, 2024",80.3
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Mississippi,Mississippi,"4,1","Jun 25 - Jul 22, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Missouri,Missouri,"4,1","Jun 25 - Jul 22, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Montana,Montana,"4,1","Jun 25 - Jul 22, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Nebraska,Nebraska,"4,1","Jun 25 - Jul 22, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Nevada,Nevada,"4,1","Jun 25 - Jul 22, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,New Hampshire,New Hampshire,"4,1","Jun 25 - Jul 22, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,New Jersey,New Jersey,"4,1","Jun 25 - Jul 22, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,New Mexico,New Mexico,"4,1","Jun 25 - Jul 22, 2024",79.5
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,New York,New York,"4,1","Jun 25 - Jul 22, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,North Carolina,North Carolina,"4,1","Jun 25 - Jul 22, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,North Dakota,North Dakota,"4,1","Jun 25 - Jul 22, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Ohio,Ohio,"4,1","Jun 25 - Jul 22, 2024",79.5
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Oklahoma,Oklahoma,"4,1","Jun 25 - Jul 22, 2024",81.2
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Oregon,Oregon,"4,1","Jun 25 - Jul 22, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Pennsylvania,Pennsylvania,"4,1","Jun 25 - Jul 22, 2024",75.3
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Rhode Island,Rhode Island,"4,1","Jun 25 - Jul 22, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,South Carolina,South Carolina,"4,1","Jun 25 - Jul 22, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,South Dakota,South Dakota,"4,1","Jun 25 - Jul 22, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Tennessee,Tennessee,"4,1","Jun 25 - Jul 22, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Texas,Texas,"4,1","Jun 25 - Jul 22, 2024",75.1
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Utah,Utah,"4,1","Jun 25 - Jul 22, 2024",68.0
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Vermont,Vermont,"4,1","Jun 25 - Jul 22, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Virginia,Virginia,"4,1","Jun 25 - Jul 22, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Washington,Washington,"4,1","Jun 25 - Jul 22, 2024",86.5
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,West Virginia,West Virginia,"4,1","Jun 25 - Jul 22, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Wisconsin,Wisconsin,"4,1","Jun 25 - Jul 22, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Wyoming,Wyoming,"4,1","Jun 25 - Jul 22, 2024",
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,18 - 29 years,"4,2","Jul 23 - Aug 19, 2024",29.3
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,30 - 39 years,"4,2","Jul 23 - Aug 19, 2024",29.2
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,40 - 49 years,"4,2","Jul 23 - Aug 19, 2024",31.2
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,50 - 59 years,"4,2","Jul 23 - Aug 19, 2024",35.5
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,60 - 69 years,"4,2","Jul 23 - Aug 19, 2024",27.7
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,70 - 79 years,"4,2","Jul 23 - Aug 19, 2024",22.3
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,80 years and above,"4,2","Jul 23 - Aug 19, 2024",18.9
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Alabama,Alabama,"4,2","Jul 23 - Aug 19, 2024",36.7
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Alaska,Alaska,"4,2","Jul 23 - Aug 19, 2024",32.5
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Arizona,Arizona,"4,2","Jul 23 - Aug 19, 2024",31.4
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Arkansas,Arkansas,"4,2","Jul 23 - Aug 19, 2024",38.4
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,California,California,"4,2","Jul 23 - Aug 19, 2024",23.7
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Colorado,Colorado,"4,2","Jul 23 - Aug 19, 2024",31.0
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Connecticut,Connecticut,"4,2","Jul 23 - Aug 19, 2024",24.3
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Delaware,Delaware,"4,2","Jul 23 - Aug 19, 2024",26.8
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,District of Columbia,District of Columbia,"4,2","Jul 23 - Aug 19, 2024",20.0
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Florida,Florida,"4,2","Jul 23 - Aug 19, 2024",30.6
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Georgia,Georgia,"4,2","Jul 23 - Aug 19, 2024",33.8
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Hawaii,Hawaii,"4,2","Jul 23 - Aug 19, 2024",26.4
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Idaho,Idaho,"4,2","Jul 23 - Aug 19, 2024",28.2
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Illinois,Illinois,"4,2","Jul 23 - Aug 19, 2024",31.9
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Indiana,Indiana,"4,2","Jul 23 - Aug 19, 2024",30.8
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Iowa,Iowa,"4,2","Jul 23 - Aug 19, 2024",34.8
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Kansas,Kansas,"4,2","Jul 23 - Aug 19, 2024",29.0
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Kentucky,Kentucky,"4,2","Jul 23 - Aug 19, 2024",29.5
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Louisiana,Louisiana,"4,2","Jul 23 - Aug 19, 2024",35.7
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Maine,Maine,"4,2","Jul 23 - Aug 19, 2024",25.9
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Maryland,Maryland,"4,2","Jul 23 - Aug 19, 2024",25.4
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Massachusetts,Massachusetts,"4,2","Jul 23 - Aug 19, 2024",22.7
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Michigan,Michigan,"4,2","Jul 23 - Aug 19, 2024",33.9
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Minnesota,Minnesota,"4,2","Jul 23 - Aug 19, 2024",27.8
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Mississippi,Mississippi,"4,2","Jul 23 - Aug 19, 2024",27.2
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Missouri,Missouri,"4,2","Jul 23 - Aug 19, 2024",35.8
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Montana,Montana,"4,2","Jul 23 - Aug 19, 2024",33.6
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Nebraska,Nebraska,"4,2","Jul 23 - Aug 19, 2024",29.4
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Nevada,Nevada,"4,2","Jul 23 - Aug 19, 2024",30.8
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,New Hampshire,New Hampshire,"4,2","Jul 23 - Aug 19, 2024",25.3
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,New Jersey,New Jersey,"4,2","Jul 23 - Aug 19, 2024",26.5
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,New Mexico,New Mexico,"4,2","Jul 23 - Aug 19, 2024",38.9
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,New York,New York,"4,2","Jul 23 - Aug 19, 2024",25.7
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,North Carolina,North Carolina,"4,2","Jul 23 - Aug 19, 2024",29.6
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,North Dakota,North Dakota,"4,2","Jul 23 - Aug 19, 2024",29.8
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Ohio,Ohio,"4,2","Jul 23 - Aug 19, 2024",32.2
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Oklahoma,Oklahoma,"4,2","Jul 23 - Aug 19, 2024",38.4
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Oregon,Oregon,"4,2","Jul 23 - Aug 19, 2024",29.6
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Pennsylvania,Pennsylvania,"4,2","Jul 23 - Aug 19, 2024",24.5
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Rhode Island,Rhode Island,"4,2","Jul 23 - Aug 19, 2024",25.6
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,South Carolina,South Carolina,"4,2","Jul 23 - Aug 19, 2024",36.0
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,South Dakota,South Dakota,"4,2","Jul 23 - Aug 19, 2024",42.8
