Indicator,Group,State,Subgroup,Phase,Time Period Label,Value
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Mississippi,Mississippi,"3,6","Nov 2 - Nov 14, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Missouri,Missouri,"3,6","Nov 2 - Nov 14, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Montana,Montana,"3,6","Nov 2 - Nov 14, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Nebraska,Nebraska,"3,6","Nov 2 - Nov 14, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Nevada,Nevada,"3,6","Nov 2 - Nov 14, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,New Hampshire,New Hampshire,"3,6","Nov 2 - Nov 14, 2022",75.5
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,New Jersey,New Jersey,"3,6","Nov 2 - Nov 14, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,New Mexico,New Mexico,"3,6","Nov 2 - Nov 14, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,New York,New York,"3,6","Nov 2 - Nov 14, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,North Carolina,North Carolina,"3,6","Nov 2 - Nov 14, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,North Dakota,North Dakota,"3,6","Nov 2 - Nov 14, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Ohio,Ohio,"3,6","Nov 2 - Nov 14, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Oklahoma,Oklahoma,"3,6","Nov 2 - Nov 14, 2022",87.3
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Oregon,Oregon,"3,6","Nov 2 - Nov 14, 2022",80.4
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Pennsylvania,Pennsylvania,"3,6","Nov 2 - Nov 14, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Rhode Island,Rhode Island,"3,6","Nov 2 - Nov 14, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,South Carolina,South Carolina,"3,6","Nov 2 - Nov 14, 2022",77.0
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,South Dakota,South Dakota,"3,6","Nov 2 - Nov 14, 2022",66.9
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Tennessee,Tennessee,"3,6","Nov 2 - Nov 14, 2022",74.3
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Texas,Texas,"3,6","Nov 2 - Nov 14, 2022",82.2
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Utah,Utah,"3,6","Nov 2 - Nov 14, 2022",72.7
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Vermont,Vermont,"3,6","Nov 2 - Nov 14, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Virginia,Virginia,"3,6","Nov 2 - Nov 14, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Washington,Washington,"3,6","Nov 2 - Nov 14, 2022",73.1
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,West Virginia,West Virginia,"3,6","Nov 2 - Nov 14, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Wisconsin,Wisconsin,"3,6","Nov 2 - Nov 14, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Wyoming,Wyoming,"3,6","Nov 2 - Nov 14, 2022",78.3
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,18 - 29 years,-1,"Nov 30 - Dec 8, 2022",
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,30 - 39 years,-1,"Nov 30 - Dec 8, 2022",
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,40 - 49 years,-1,"Nov 30 - Dec 8, 2022",
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,50 - 59 years,-1,"Nov 30 - Dec 8, 2022",
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,60 - 69 years,-1,"Nov 30 - Dec 8, 2022",
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,70 - 79 years,-1,"Nov 30 - Dec 8, 2022",
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,80 years and above,-1,"Nov 30 - Dec 8, 2022",
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,18 - 29 years,"3,7","Dec 9 - Dec 19, 2022",26.0
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,30 - 39 years,"3,7","Dec 9 - Dec 19, 2022",27.9
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,40 - 49 years,"3,7","Dec 9 - Dec 19, 2022",33.2
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,50 - 59 years,"3,7","Dec 9 - Dec 19, 2022",30.9
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,60 - 69 years,"3,7","Dec 9 - Dec 19, 2022",25.5
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,70 - 79 years,"3,7","Dec 9 - Dec 19, 2022",21.5
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By Age,United States,80 years and above,"3,7","Dec 9 - Dec 19, 2022",24.0
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Alabama,Alabama,"3,7","Dec 9 - Dec 19, 2022",31.8
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Alaska,Alaska,"3,7","Dec 9 - Dec 19, 2022",29.2
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Arizona,Arizona,"3,7","Dec 9 - Dec 19, 2022",31.6
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Arkansas,Arkansas,"3,7","Dec 9 - Dec 19, 2022",32.1
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,California,California,"3,7","Dec 9 - Dec 19, 2022",27.5
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Colorado,Colorado,"3,7","Dec 9 - Dec 19, 2022",29.5
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Connecticut,Connecticut,"3,7","Dec 9 - Dec 19, 2022",21.5
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Delaware,Delaware,"3,7","Dec 9 - Dec 19, 2022",23.2
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,District of Columbia,District of Columbia,"3,7","Dec 9 - Dec 19, 2022",23.9
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Florida,Florida,"3,7","Dec 9 - Dec 19, 2022",29.1
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Georgia,Georgia,"3,7","Dec 9 - Dec 19, 2022",29.8
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Hawaii,Hawaii,"3,7","Dec 9 - Dec 19, 2022",28.4
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Idaho,Idaho,"3,7","Dec 9 - Dec 19, 2022",30.3
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Illinois,Illinois,"3,7","Dec 9 - Dec 19, 2022",27.1
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Indiana,Indiana,"3,7","Dec 9 - Dec 19, 2022",27.8
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Iowa,Iowa,"3,7","Dec 9 - Dec 19, 2022",31.4
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Kansas,Kansas,"3,7","Dec 9 - Dec 19, 2022",31.0
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Kentucky,Kentucky,"3,7","Dec 9 - Dec 19, 2022",33.9
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Louisiana,Louisiana,"3,7","Dec 9 - Dec 19, 2022",31.4
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Maine,Maine,"3,7","Dec 9 - Dec 19, 2022",26.0
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Maryland,Maryland,"3,7","Dec 9 - Dec 19, 2022",25.9
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Massachusetts,Massachusetts,"3,7","Dec 9 - Dec 19, 2022",23.2
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Michigan,Michigan,"3,7","Dec 9 - Dec 19, 2022",32.6
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Minnesota,Minnesota,"3,7","Dec 9 - Dec 19, 2022",25.9
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Mississippi,Mississippi,"3,7","Dec 9 - Dec 19, 2022",36.9
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Missouri,Missouri,"3,7","Dec 9 - Dec 19, 2022",28.8
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Montana,Montana,"3,7","Dec 9 - Dec 19, 2022",39.0
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Nebraska,Nebraska,"3,7","Dec 9 - Dec 19, 2022",28.6
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Nevada,Nevada,"3,7","Dec 9 - Dec 19, 2022",28.6
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,New Hampshire,New Hampshire,"3,7","Dec 9 - Dec 19, 2022",26.1
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,New Jersey,New Jersey,"3,7","Dec 9 - Dec 19, 2022",21.7
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,New Mexico,New Mexico,"3,7","Dec 9 - Dec 19, 2022",32.7
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,New York,New York,"3,7","Dec 9 - Dec 19, 2022",24.0
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,North Carolina,North Carolina,"3,7","Dec 9 - Dec 19, 2022",28.6
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,North Dakota,North Dakota,"3,7","Dec 9 - Dec 19, 2022",33.0
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Ohio,Ohio,"3,7","Dec 9 - Dec 19, 2022",24.8
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Oklahoma,Oklahoma,"3,7","Dec 9 - Dec 19, 2022",34.7
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Oregon,Oregon,"3,7","Dec 9 - Dec 19, 2022",28.0
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Pennsylvania,Pennsylvania,"3,7","Dec 9 - Dec 19, 2022",24.9
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Rhode Island,Rhode Island,"3,7","Dec 9 - Dec 19, 2022",20.5
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,South Carolina,South Carolina,"3,7","Dec 9 - Dec 19, 2022",29.6
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,South Dakota,South Dakota,"3,7","Dec 9 - Dec 19, 2022",25.4
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Tennessee,Tennessee,"3,7","Dec 9 - Dec 19, 2022",31.1
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Texas,Texas,"3,7","Dec 9 - Dec 19, 2022",32.1
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Utah,Utah,"3,7","Dec 9 - Dec 19, 2022",27.8
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Vermont,Vermont,"3,7","Dec 9 - Dec 19, 2022",18.6
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Virginia,Virginia,"3,7","Dec 9 - Dec 19, 2022",29.6
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Washington,Washington,"3,7","Dec 9 - Dec 19, 2022",22.2
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,West Virginia,West Virginia,"3,7","Dec 9 - Dec 19, 2022",32.8
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Wisconsin,Wisconsin,"3,7","Dec 9 - Dec 19, 2022",26.0
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Wyoming,Wyoming,"3,7","Dec 9 - Dec 19, 2022",39.3
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,18 - 29 years,-1,"Nov 30 - Dec 8, 2022",
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,30 - 39 years,-1,"Nov 30 - Dec 8, 2022",
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,40 - 49 years,-1,"Nov 30 - Dec 8, 2022",
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,50 - 59 years,-1,"Nov 30 - Dec 8, 2022",
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,60 - 69 years,-1,"Nov 30 - Dec 8, 2022",
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,70 - 79 years,-1,"Nov 30 - Dec 8, 2022",
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,80 years and above,-1,"Nov 30 - Dec 8, 2022",
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,18 - 29 years,"3,7","Dec 9 - Dec 19, 2022",5.0
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,30 - 39 years,"3,7","Dec 9 - Dec 19, 2022",5.8
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,40 - 49 years,"3,7","Dec 9 - Dec 19, 2022",7.9
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,50 - 59 years,"3,7","Dec 9 - Dec 19, 2022",6.9
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,60 - 69 years,"3,7","Dec 9 - Dec 19, 2022",4.9
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,70 - 79 years,"3,7","Dec 9 - Dec 19, 2022",3.8
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,80 years and above,"3,7","Dec 9 - Dec 19, 2022",3.0
"Currently experiencing long COVID, as a percentage of all adults",By State,Alabama,Alabama,"3,7","Dec 9 - Dec 19, 2022",6.8
"Currently experiencing long COVID, as a percentage of all adults",By State,Alaska,Alaska,"3,7","Dec 9 - Dec 19, 2022",5.5
"Currently experiencing long COVID, as a percentage of all adults",By State,Arizona,Arizona,"3,7","Dec 9 - Dec 19, 2022",6.1
"Currently experiencing long COVID, as a percentage of all adults",By State,Arkansas,Arkansas,"3,7","Dec 9 - Dec 19, 2022",6.8
"Currently experiencing long COVID, as a percentage of all adults",By State,California,California,"3,7","Dec 9 - Dec 19, 2022",5.8
"Currently experiencing long COVID, as a percentage of all adults",By State,Colorado,Colorado,"3,7","Dec 9 - Dec 19, 2022",6.6
"Currently experiencing long COVID, as a percentage of all adults",By State,Connecticut,Connecticut,"3,7","Dec 9 - Dec 19, 2022",5.2
"Currently experiencing long COVID, as a percentage of all adults",By State,Delaware,Delaware,"3,7","Dec 9 - Dec 19, 2022",5.3
"Currently experiencing long COVID, as a percentage of all adults",By State,District of Columbia,District of Columbia,"3,7","Dec 9 - Dec 19, 2022",4.1
"Currently experiencing long COVID, as a percentage of all adults",By State,Florida,Florida,"3,7","Dec 9 - Dec 19, 2022",4.5
"Currently experiencing long COVID, as a percentage of all adults",By State,Georgia,Georgia,"3,7","Dec 9 - Dec 19, 2022",6.0
"Currently experiencing long COVID, as a percentage of all adults",By State,Hawaii,Hawaii,"3,7","Dec 9 - Dec 19, 2022",4.9
"Currently experiencing long COVID, as a percentage of all adults",By State,Idaho,Idaho,"3,7","Dec 9 - Dec 19, 2022",5.6
"Currently experiencing long COVID, as a percentage of all adults",By State,Illinois,Illinois,"3,7","Dec 9 - Dec 19, 2022",7.0
"Currently experiencing long COVID, as a percentage of all adults",By State,Indiana,Indiana,"3,7","Dec 9 - Dec 19, 2022",6.1
"Currently experiencing long COVID, as a percentage of all adults",By State,Iowa,Iowa,"3,7","Dec 9 - Dec 19, 2022",6.9
"Currently experiencing long COVID, as a percentage of all adults",By State,Kansas,Kansas,"3,7","Dec 9 - Dec 19, 2022",6.0
"Currently experiencing long COVID, as a percentage of all adults",By State,Kentucky,Kentucky,"3,7","Dec 9 - Dec 19, 2022",7.1
"Currently experiencing long COVID, as a percentage of all adults",By State,Louisiana,Louisiana,"3,7","Dec 9 - Dec 19, 2022",5.5
"Currently experiencing long COVID, as a percentage of all adults",By State,Maine,Maine,"3,7","Dec 9 - Dec 19, 2022",6.5
"Currently experiencing long COVID, as a percentage of all adults",By State,Maryland,Maryland,"3,7","Dec 9 - Dec 19, 2022",4.2
"Currently experiencing long COVID, as a percentage of all adults",By State,Massachusetts,Massachusetts,"3,7","Dec 9 - Dec 19, 2022",5.5
"Currently experiencing long COVID, as a percentage of all adults",By State,Michigan,Michigan,"3,7","Dec 9 - Dec 19, 2022",6.6
"Currently experiencing long COVID, as a percentage of all adults",By State,Minnesota,Minnesota,"3,7","Dec 9 - Dec 19, 2022",4.6
"Currently experiencing long COVID, as a percentage of all adults",By State,Mississippi,Mississippi,"3,7","Dec 9 - Dec 19, 2022",8.1
"Currently experiencing long COVID, as a percentage of all adults",By State,Missouri,Missouri,"3,7","Dec 9 - Dec 19, 2022",6.6
"Currently experiencing long COVID, as a percentage of all adults",By State,Montana,Montana,"3,7","Dec 9 - Dec 19, 2022",7.7
"Currently experiencing long COVID, as a percentage of all adults",By State,Nebraska,Nebraska,"3,7","Dec 9 - Dec 19, 2022",5.3
"Currently experiencing long COVID, as a percentage of all adults",By State,Nevada,Nevada,"3,7","Dec 9 - Dec 19, 2022",4.9
"Currently experiencing long COVID, as a percentage of all adults",By State,New Hampshire,New Hampshire,"3,7","Dec 9 - Dec 19, 2022",6.0
"Currently experiencing long COVID, as a percentage of all adults",By State,New Jersey,New Jersey,"3,7","Dec 9 - Dec 19, 2022",6.5
"Currently experiencing long COVID, as a percentage of all adults",By State,New Mexico,New Mexico,"3,7","Dec 9 - Dec 19, 2022",7.1
"Currently experiencing long COVID, as a percentage of all adults",By State,New York,New York,"3,7","Dec 9 - Dec 19, 2022",5.0
"Currently experiencing long COVID, as a percentage of all adults",By State,North Carolina,North Carolina,"3,7","Dec 9 - Dec 19, 2022",5.5
"Currently experiencing long COVID, as a percentage of all adults",By State,North Dakota,North Dakota,"3,7","Dec 9 - Dec 19, 2022",5.3
"Currently experiencing long COVID, as a percentage of all adults",By State,Ohio,Ohio,"3,7","Dec 9 - Dec 19, 2022",6.0
"Currently experiencing long COVID, as a percentage of all adults",By State,Oklahoma,Oklahoma,"3,7","Dec 9 - Dec 19, 2022",6.1
"Currently experiencing long COVID, as a percentage of all adults",By State,Oregon,Oregon,"3,7","Dec 9 - Dec 19, 2022",5.2
"Currently experiencing long COVID, as a percentage of all adults",By State,Pennsylvania,Pennsylvania,"3,7","Dec 9 - Dec 19, 2022",5.3
"Currently experiencing long COVID, as a percentage of all adults",By State,Rhode Island,Rhode Island,"3,7","Dec 9 - Dec 19, 2022",
"Currently experiencing long COVID, as a percentage of all adults",By State,South Carolina,South Carolina,"3,7","Dec 9 - Dec 19, 2022",5.8
"Currently experiencing long COVID, as a percentage of all adults",By State,South Dakota,South Dakota,"3,7","Dec 9 - Dec 19, 2022",5.0
"Currently experiencing long COVID, as a percentage of all adults",By State,Tennessee,Tennessee,"3,7","Dec 9 - Dec 19, 2022",7.1
"Currently experiencing long COVID, as a percentage of all adults",By State,Texas,Texas,"3,7","Dec 9 - Dec 19, 2022",6.0
"Currently experiencing long COVID, as a percentage of all adults",By State,Utah,Utah,"3,7","Dec 9 - Dec 19, 2022",6.1
"Currently experiencing long COVID, as a percentage of all adults",By State,Vermont,Vermont,"3,7","Dec 9 - Dec 19, 2022",5.3
"Currently experiencing long COVID, as a percentage of all adults",By State,Virginia,Virginia,"3,7","Dec 9 - Dec 19, 2022",6.2
"Currently experiencing long COVID, as a percentage of all adults",By State,Washington,Washington,"3,7","Dec 9 - Dec 19, 2022",4.6
"Currently experiencing long COVID, as a percentage of all adults",By State,West Virginia,West Virginia,"3,7","Dec 9 - Dec 19, 2022",7.2
"Currently experiencing long COVID, as a percentage of all adults",By State,Wisconsin,Wisconsin,"3,7","Dec 9 - Dec 19, 2022",4.5
"Currently experiencing long COVID, as a percentage of all adults",By State,Wyoming,Wyoming,"3,7","Dec 9 - Dec 19, 2022",6.5
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,18 - 29 years,-1,"Nov 30 - Dec 8, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,30 - 39 years,-1,"Nov 30 - Dec 8, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,40 - 49 years,-1,"Nov 30 - Dec 8, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,50 - 59 years,-1,"Nov 30 - Dec 8, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,60 - 69 years,-1,"Nov 30 - Dec 8, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,70 - 79 years,-1,"Nov 30 - Dec 8, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,80 years and above,-1,"Nov 30 - Dec 8, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,18 - 29 years,"3,7","Dec 9 - Dec 19, 2022",78.9
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,30 - 39 years,"3,7","Dec 9 - Dec 19, 2022",77.9
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,40 - 49 years,"3,7","Dec 9 - Dec 19, 2022",81.9
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,50 - 59 years,"3,7","Dec 9 - Dec 19, 2022",81.1
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,60 - 69 years,"3,7","Dec 9 - Dec 19, 2022",83.6
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,70 - 79 years,"3,7","Dec 9 - Dec 19, 2022",76.0
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,80 years and above,"3,7","Dec 9 - Dec 19, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Alabama,Alabama,"3,7","Dec 9 - Dec 19, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Alaska,Alaska,"3,7","Dec 9 - Dec 19, 2022",80.6
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Arizona,Arizona,"3,7","Dec 9 - Dec 19, 2022",75.1
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Arkansas,Arkansas,"3,7","Dec 9 - Dec 19, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,California,California,"3,7","Dec 9 - Dec 19, 2022",84.8
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Colorado,Colorado,"3,7","Dec 9 - Dec 19, 2022",83.4
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Connecticut,Connecticut,"3,7","Dec 9 - Dec 19, 2022",82.8
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Delaware,Delaware,"3,7","Dec 9 - Dec 19, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,District of Columbia,District of Columbia,"3,7","Dec 9 - Dec 19, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Florida,Florida,"3,7","Dec 9 - Dec 19, 2022",77.3
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Georgia,Georgia,"3,7","Dec 9 - Dec 19, 2022",76.1
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Hawaii,Hawaii,"3,7","Dec 9 - Dec 19, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Idaho,Idaho,"3,7","Dec 9 - Dec 19, 2022",86.7
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Illinois,Illinois,"3,7","Dec 9 - Dec 19, 2022",76.4
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Indiana,Indiana,"3,7","Dec 9 - Dec 19, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Iowa,Iowa,"3,7","Dec 9 - Dec 19, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Kansas,Kansas,"3,7","Dec 9 - Dec 19, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Kentucky,Kentucky,"3,7","Dec 9 - Dec 19, 2022",79.6
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Louisiana,Louisiana,"3,7","Dec 9 - Dec 19, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Maine,Maine,"3,7","Dec 9 - Dec 19, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Maryland,Maryland,"3,7","Dec 9 - Dec 19, 2022",73.4
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Massachusetts,Massachusetts,"3,7","Dec 9 - Dec 19, 2022",79.0
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Michigan,Michigan,"3,7","Dec 9 - Dec 19, 2022",70.7
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Minnesota,Minnesota,"3,7","Dec 9 - Dec 19, 2022",75.5
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Mississippi,Mississippi,"3,7","Dec 9 - Dec 19, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Missouri,Missouri,"3,7","Dec 9 - Dec 19, 2022",76.3
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Montana,Montana,"3,7","Dec 9 - Dec 19, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Nebraska,Nebraska,"3,7","Dec 9 - Dec 19, 2022",82.5
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Nevada,Nevada,"3,7","Dec 9 - Dec 19, 2022",75.1
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,New Hampshire,New Hampshire,"3,7","Dec 9 - Dec 19, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,New Jersey,New Jersey,"3,7","Dec 9 - Dec 19, 2022",79.6
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,New Mexico,New Mexico,"3,7","Dec 9 - Dec 19, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,New York,New York,"3,7","Dec 9 - Dec 19, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,North Carolina,North Carolina,"3,7","Dec 9 - Dec 19, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,North Dakota,North Dakota,"3,7","Dec 9 - Dec 19, 2022",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Ohio,Ohio,"3,7","Dec 9 - Dec 19, 2022",82.5
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Oklahoma,Oklahoma,"3,7","Dec 9 - Dec 19, 2022",79.2
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Oregon,Oregon,"3,7","Dec 9 - Dec 19, 2022",
